id,student_id,course_name,course_code,course_description,grade,credit_hour,score,created_at
35,1,COMPUTER ORGANISATION,EC3103,,A-,3.0,,2025-11-18T08:51:04.251710
36,1,MACHINE LEARNING,EC3357,,D,3.0,,2025-11-18T08:51:04.251712
37,1,OPERATING SYSTEMS,EC3312,,A,3.0,,2025-11-18T08:51:04.251713
38,1,INFORMATION SYSTEMS,EC2314,,D+,3.0,,2025-11-18T08:51:04.251715
39,1,PRINCIPLES OF MICROECONOMICS,BM2002,,B+,3.0,,2025-11-18T08:51:04.251717
40,1,PRINCIPLES OF MACROECONOMICS,BM2003,,C+,3.0,,2025-11-18T08:51:04.251719
41,1,BACK-END WEB DEVELOPMENT,EC3374,,C,3.0,,2025-11-18T08:51:04.251720
42,1,COMPUTER ORGANISATION,EC2103,,CR,3.0,,2025-11-18T08:51:04.251722
43,2,DATABASE DEVELOPMENT,EC2310,,B,3.0,,2025-11-18T08:51:04.251886
44,2,INFORMATION SYSTEMS,EC2314,,B,3.0,,2025-11-18T08:51:04.251889
45,2,MACHINE LEARNING,EC2357,,B,3.0,,2025-11-18T08:51:04.251891
46,2,CALCULUS AND ALGEBRA,EC2107,,B+,3.0,,2025-11-18T08:51:04.251893
47,2,OPERATING SYSTEMS,EC2312,,A+,3.0,,2025-11-18T08:51:04.251895
48,2,BACK-END WEB DEVELOPMENT,EC2374,,B+,3.0,,2025-11-18T08:51:04.251896
49,2,BASIC BUSINESS ADMINISTRATION,BM2001,,A,3.0,,2025-11-18T08:51:04.251898
50,2,PRINCIPLES OF MICROECONOMICS,BM2002,,B+,3.0,,2025-11-18T08:51:04.251900
51,2,PRINCIPLES OF MICROECONOMICS,BM2002,,D+,3.0,,2025-11-18T08:51:04.251901
52,2,PRINCIPLES OF MACROECONOMICS,BM2003,,B,3.0,,2025-11-18T08:51:04.251903
53,2,SE PROJECT II,EC2329,,B+,4.0,,2025-11-18T08:51:04.251907
54,2,COMPUTER ORGANISATION,EC2103,,C+,3.0,,2025-11-18T08:51:04.251909
55,2,PHILOSOPHY & CURRENT ISSUES,MPU3112,,B-,2.0,,2025-11-18T08:51:04.251911
56,2,CALCULUS AND ALGEBRA,EC2107,,C,3.0,,2025-11-18T08:51:04.251912
57,2,WEB DEVELOPMENT,EC2106,,A,3.0,,2025-11-18T08:51:04.251914
58,2,DATA COMM AND NETWORKING,EC2321,,B,3.0,,2025-11-18T08:51:04.251916
59,2,DATA COMM AND NETWORKING,EC2321,,B,3.0,,2025-11-18T08:51:04.251918
60,2,PRINCIPLES OF MICROECONOMICS,BM2002,,C+,3.0,,2025-11-18T08:51:04.251920
61,2,UNDERSTANDING COMPUTING,EC2100,,A,3.0,,2025-11-18T08:51:04.251921
62,2,OPERATING SYSTEMS,EC2312,,C,3.0,,2025-11-18T08:51:04.251923
63,2,UNDERSTANDING COMPUTING,EC2100,,B+,3.0,,2025-11-18T08:51:04.251925
64,2,WEB DEVELOPMENT,EC2106,,B-,3.0,,2025-11-18T08:51:04.251926
65,2,COMPUTER ORGANISATION,EC2103,,B,3.0,,2025-11-18T08:51:04.251928
66,2,OBJECT ORIENTED PROGRAMMING,EC2306,,B,3.0,,2025-11-18T08:51:04.251930
67,2,PRINCIPLES OF MACROECONOMICS,BM2003,,B,3.0,,2025-11-18T08:51:04.251932
68,2,PRINCIPLES OF MICROECONOMICS,BM2002,,C+,3.0,,2025-11-18T08:51:04.251934
69,2,BACK-END WEB DEVELOPMENT,EC2374,,D+,3.0,,2025-11-18T08:51:04.251936
70,2,PRINCIPLES OF MACROECONOMICS,BM2003,,D,3.0,,2025-11-18T08:51:04.251937
71,3,STRUCTURED PROGRAMMING,EC3104,,CR,3.0,,2025-11-18T08:51:04.252277
72,3,OBJECT ORIENTED PROGRAMMING,EC2306,,C,3.0,,2025-11-18T08:51:04.252285
73,3,BACK-END WEB DEVELOPMENT,EC3374,,C+,3.0,,2025-11-18T08:51:04.252288
74,3,SE PROJECT II,EC3329,,A-,4.0,,2025-11-18T08:51:04.252290
75,3,DATABASE DEVELOPMENT,EC3310,,A+,3.0,,2025-11-18T08:51:04.252292
76,3,OPERATING SYSTEMS,EC3312,,B-,3.0,,2025-11-18T08:51:04.252293
77,3,MACHINE LEARNING,EC3357,,D,3.0,,2025-11-18T08:51:04.252295
78,3,MACHINE LEARNING,EC3357,,A-,3.0,,2025-11-18T08:51:04.252299
79,3,MACHINE LEARNING,EC3357,,A,3.0,,2025-11-18T08:51:04.252301
80,3,STRUCTURED PROGRAMMING,EC3104,,A,3.0,,2025-11-18T08:51:04.252303
81,3,SUMMATIVE (COMPUTING PROJECT),EC3320,,D,4.0,,2025-11-18T08:51:04.252304
82,3,CALCULUS AND ALGEBRA,EC2107,,CR,3.0,,2025-11-18T08:51:04.252308
83,3,PHILOSOPHY & CURRENT ISSUES,MPU3112,,B-,2.0,,2025-11-18T08:51:04.252309
84,3,WEB DEVELOPMENT,EC2106,,B+,3.0,,2025-11-18T08:51:04.252311
85,3,COMPUTER ORGANISATION,EC2103,,B+,3.0,,2025-11-18T08:51:04.252313
86,3,PRINCIPLES OF MACROECONOMICS,BM2003,,A+,3.0,,2025-11-18T08:51:04.252315
87,3,PHILOSOPHY & CURRENT ISSUES,MPU3112,,CR,2.0,,2025-11-18T08:51:04.252317
88,3,WEB DEVELOPMENT,EC2106,,A,3.0,,2025-11-18T08:51:04.252318
89,3,PRINCIPLES OF MACROECONOMICS,BM2003,,D+,3.0,,2025-11-18T08:51:04.252320
90,3,SE PROJECT I,EC3328,,D+,2.0,,2025-11-18T08:51:04.252322
91,3,DATABASE DEVELOPMENT,EC2310,,CR,3.0,,2025-11-18T08:51:04.252324
92,3,BASIC BUSINESS ADMINISTRATION,BM2001,,C+,3.0,,2025-11-18T08:51:04.252327
93,3,UNDERSTANDING COMPUTING,EC2100,,CR,3.0,,2025-11-18T08:51:04.252329
94,3,UNDERSTANDING COMPUTING,EC2100,,A-,3.0,,2025-11-18T08:51:04.252332
95,3,OPERATING SYSTEMS,EC3312,,B-,3.0,,2025-11-18T08:51:04.252333
96,3,OBJECT ORIENTED PROGRAMMING,EC2306,,B+,3.0,,2025-11-18T08:51:04.252335
97,3,PRINCIPLES OF MICROECONOMICS,BM2002,,A,3.0,,2025-11-18T08:51:04.252337
98,3,PRINCIPLES OF MICROECONOMICS,BM2002,,A+,3.0,,2025-11-18T08:51:04.252338
99,3,OBJECT ORIENTED PROGRAMMING,EC3306,,B,3.0,,2025-11-18T08:51:04.252340
100,3,DATA COMM AND NETWORKING,EC2321,,A,3.0,,2025-11-18T08:51:04.252342
101,3,COMPUTER ORGANISATION,EC2103,,D+,3.0,,2025-11-18T08:51:04.252344
102,3,COMPUTER ORGANISATION,EC3103,,A+,3.0,,2025-11-18T08:51:04.252345
103,3,INFORMATION SYSTEMS,EC2314,,C,3.0,,2025-11-18T08:51:04.252347
104,3,WEB DEVELOPMENT,EC2106,,C+,3.0,,2025-11-18T08:51:04.252349
105,3,BACK-END WEB DEVELOPMENT,EC3374,,D+,3.0,,2025-11-18T08:51:04.252351
106,3,DATA COMM AND NETWORKING,EC2321,,C+,3.0,,2025-11-18T08:51:04.252353
107,3,CALCULUS AND ALGEBRA,EC2107,,CR,3.0,,2025-11-18T08:51:04.252354
108,3,DATA COMM AND NETWORKING,EC3321,,C+,3.0,,2025-11-18T08:51:04.252356
109,3,OPERATING SYSTEMS,EC2312,,B,3.0,,2025-11-18T08:51:04.252358
110,3,OBJECT ORIENTED PROGRAMMING,EC3306,,C+,3.0,,2025-11-18T08:51:04.252360
111,3,SUMMATIVE (COMPUTING PROJECT),EC2320,,CR,4.0,,2025-11-18T08:51:04.252363
112,3,SE PROJECT I,EC3328,,B,2.0,,2025-11-18T08:51:04.252365
113,3,CALCULUS AND ALGEBRA,EC3107,,A-,3.0,,2025-11-18T08:51:04.252367
114,3,OPERATING SYSTEMS,EC3312,,A,3.0,,2025-11-18T08:51:04.252369
115,3,OBJECT ORIENTED PROGRAMMING,EC3306,,B,3.0,,2025-11-18T08:51:04.252370
116,3,BACK-END WEB DEVELOPMENT,EC3374,,B,3.0,,2025-11-18T08:51:04.252372
117,3,BASIC BUSINESS ADMINISTRATION,BM2001,,A,3.0,,2025-11-18T08:51:04.252374
118,3,PHILOSOPHY & CURRENT ISSUES,MPU3112,,F,2.0,,2025-11-18T08:51:04.252375
119,3,UNDERSTANDING COMPUTING,EC2100,,B,3.0,,2025-11-18T08:51:04.252377
120,3,DATA COMM AND NETWORKING,EC2321,,B,3.0,,2025-11-18T08:51:04.252379
121,3,PHILOSOPHY & CURRENT ISSUES,MPU3112,,CR,2.0,,2025-11-18T08:51:04.252381
122,3,DATA COMM AND NETWORKING,EC3321,,D,3.0,,2025-11-18T08:51:04.252383
123,3,INFORMATION SYSTEMS,EC3314,,F,3.0,,2025-11-18T08:51:04.252384
124,3,OPERATING SYSTEMS,EC2312,,CR,3.0,,2025-11-18T08:51:04.252386
125,3,DATABASE DEVELOPMENT,EC2310,,C+,3.0,,2025-11-18T08:51:04.252388
126,4,PHILOSOPHY & CURRENT ISSUES,MPU3112,,B+,2.0,,2025-11-18T08:51:04.252605
127,4,BASIC BUSINESS ADMINISTRATION,BM2001,,CR,3.0,,2025-11-18T08:51:04.252607
128,4,PHILOSOPHY & CURRENT ISSUES,MPU3112,,B-,2.0,,2025-11-18T08:51:04.252610
129,4,SE PROJECT I,EC3328,,B,2.0,,2025-11-18T08:51:04.252611
130,4,WEB DEVELOPMENT,EC2106,,C,3.0,,2025-11-18T08:51:04.252614
131,4,PRINCIPLES OF MACROECONOMICS,BM2003,,B+,3.0,,2025-11-18T08:51:04.252619
132,4,OPERATING SYSTEMS,EC3312,,F,3.0,,2025-11-18T08:51:04.252621
133,4,CALCULUS AND ALGEBRA,EC2107,,CR,3.0,,2025-11-18T08:51:04.252623
134,4,BASIC BUSINESS ADMINISTRATION,BM2001,,A+,3.0,,2025-11-18T08:51:04.252624
135,4,PRINCIPLES OF MACROECONOMICS,BM2003,,B,3.0,,2025-11-18T08:51:04.252626
136,4,SUMMATIVE (COMPUTING PROJECT),EC3320,,B+,4.0,,2025-11-18T08:51:04.252628
137,4,BASIC BUSINESS ADMINISTRATION,BM2001,,D,3.0,,2025-11-18T08:51:04.252630
138,4,UNDERSTANDING COMPUTING,EC2100,,B+,3.0,,2025-11-18T08:51:04.252631
139,4,PRINCIPLES OF MICROECONOMICS,BM2002,,B-,3.0,,2025-11-18T08:51:04.252633
140,4,UNDERSTANDING COMPUTING,EC3100,,C,3.0,,2025-11-18T08:51:04.252635
141,4,MACHINE LEARNING,EC3357,,CR,3.0,,2025-11-18T08:51:04.252636
142,4,OPERATING SYSTEMS,EC2312,,D,3.0,,2025-11-18T08:51:04.252638
143,4,MACHINE LEARNING,EC3357,,B,3.0,,2025-11-18T08:51:04.252640
144,4,BACK-END WEB DEVELOPMENT,EC3374,,B,3.0,,2025-11-18T08:51:04.252641
145,4,SE PROJECT II,EC3329,,B,4.0,,2025-11-18T08:51:04.252643
146,4,CALCULUS AND ALGEBRA,EC2107,,B+,3.0,,2025-11-18T08:51:04.252645
147,4,SE PROJECT II,EC3329,,B-,4.0,,2025-11-18T08:51:04.252647
148,4,OBJECT ORIENTED PROGRAMMING,EC3306,,C+,3.0,,2025-11-18T08:51:04.252648
149,4,CALCULUS AND ALGEBRA,EC3107,,B+,3.0,,2025-11-18T08:51:04.252650
150,4,COMPUTER ORGANISATION,EC3103,,B,3.0,,2025-11-18T08:51:04.252654
151,4,COMPUTER ORGANISATION,EC2103,,A,3.0,,2025-11-18T08:51:04.252656
152,4,BACK-END WEB DEVELOPMENT,EC3374,,B,3.0,,2025-11-18T08:51:04.252658
153,4,WEB DEVELOPMENT,EC2106,,B,3.0,,2025-11-18T08:51:04.252660
154,4,BASIC BUSINESS ADMINISTRATION,BM2001,,D+,3.0,,2025-11-18T08:51:04.252662
155,4,SUMMATIVE (COMPUTING PROJECT),EC3320,,F,4.0,,2025-11-18T08:51:04.252664
156,4,DATABASE DEVELOPMENT,EC2310,,D+,3.0,,2025-11-18T08:51:04.252666
157,4,DATA COMM AND NETWORKING,EC2321,,C+,3.0,,2025-11-18T08:51:04.252667
158,4,SE PROJECT II,EC3329,,B+,4.0,,2025-11-18T08:51:04.252669
159,4,DATA COMM AND NETWORKING,EC3321,,B,3.0,,2025-11-18T08:51:04.252671
160,4,SUMMATIVE (COMPUTING PROJECT),EC2320,,D+,4.0,,2025-11-18T08:51:04.252673
161,4,BACK-END WEB DEVELOPMENT,EC3374,,A+,3.0,,2025-11-18T08:51:04.252680
162,4,SUMMATIVE (COMPUTING PROJECT),EC2320,,CR,4.0,,2025-11-18T08:51:04.252682
163,4,COMPUTER ORGANISATION,EC2103,,A-,3.0,,2025-11-18T08:51:04.252684
164,4,OPERATING SYSTEMS,EC3312,,B+,3.0,,2025-11-18T08:51:04.252685
165,4,SUMMATIVE (COMPUTING PROJECT),EC3320,,F,4.0,,2025-11-18T08:51:04.252687
166,4,DATA COMM AND NETWORKING,EC3321,,A,3.0,,2025-11-18T08:51:04.252689
167,4,BACK-END WEB DEVELOPMENT,EC3374,,A+,3.0,,2025-11-18T08:51:04.252690
168,4,INFORMATION SYSTEMS,EC3314,,A,3.0,,2025-11-18T08:51:04.252692
169,4,PRINCIPLES OF MICROECONOMICS,BM2002,,C,3.0,,2025-11-18T08:51:04.252694
170,4,WEB DEVELOPMENT,EC2106,,CR,3.0,,2025-11-18T08:51:04.252697
171,4,SE PROJECT II,EC3329,,C+,4.0,,2025-11-18T08:51:04.252699
172,4,SE PROJECT I,EC3328,,C+,2.0,,2025-11-18T08:51:04.252701
173,4,INFORMATION SYSTEMS,EC3314,,B-,3.0,,2025-11-18T08:51:04.252703
174,4,UNDERSTANDING COMPUTING,EC2100,,A-,3.0,,2025-11-18T08:51:04.252705
175,4,PHILOSOPHY & CURRENT ISSUES,MPU3112,,A+,2.0,,2025-11-18T08:51:04.252707
176,4,SUMMATIVE (COMPUTING PROJECT),EC3320,,C+,4.0,,2025-11-18T08:51:04.252709
177,4,PHILOSOPHY & CURRENT ISSUES,MPU3112,,C+,2.0,,2025-11-18T08:51:04.252710
178,4,UNDERSTANDING COMPUTING,EC2100,,B+,3.0,,2025-11-18T08:51:04.252712
179,4,UNDERSTANDING COMPUTING,EC2100,,CR,3.0,,2025-11-18T08:51:04.252714
180,5,DATA COMM AND NETWORKING,EC2321,,C,3.0,,2025-11-18T08:51:04.252998
181,5,UNDERSTANDING COMPUTING,EC2100,,B,3.0,,2025-11-18T08:51:04.253006
182,5,INFORMATION SYSTEMS,EC2314,,B-,3.0,,2025-11-18T08:51:04.253011
183,5,SE PROJECT I,EC2328,,C+,2.0,,2025-11-18T08:51:04.253015
184,5,STRUCTURED PROGRAMMING,EC2104,,C+,3.0,,2025-11-18T08:51:04.253019
185,5,OBJECT ORIENTED PROGRAMMING,EC2306,,B-,3.0,,2025-11-18T08:51:04.253022
186,5,BACK-END WEB DEVELOPMENT,EC2374,,C,3.0,,2025-11-18T08:51:04.253027
187,5,SE PROJECT I,EC2328,,B,2.0,,2025-11-18T08:51:04.253030
188,5,PHILOSOPHY & CURRENT ISSUES,MPU3112,,B+,2.0,,2025-11-18T08:51:04.253034
189,5,PRINCIPLES OF MACROECONOMICS,BM2003,,B+,3.0,,2025-11-18T08:51:04.253047
190,5,SE PROJECT I,EC2328,,B+,2.0,,2025-11-18T08:51:04.253050
191,5,SE PROJECT I,EC2328,,B-,2.0,,2025-11-18T08:51:04.253052
192,5,SUMMATIVE (COMPUTING PROJECT),EC2320,,B,4.0,,2025-11-18T08:51:04.253054
193,5,SE PROJECT II,EC2329,,D+,4.0,,2025-11-18T08:51:04.253056
194,5,STRUCTURED PROGRAMMING,EC2104,,B,3.0,,2025-11-18T08:51:04.253057
195,5,INFORMATION SYSTEMS,EC2314,,C,3.0,,2025-11-18T08:51:04.253059
196,5,OPERATING SYSTEMS,EC2312,,B+,3.0,,2025-11-18T08:51:04.253061
197,5,OBJECT ORIENTED PROGRAMMING,EC2306,,B-,3.0,,2025-11-18T08:51:04.253062
198,5,WEB DEVELOPMENT,EC2106,,A,3.0,,2025-11-18T08:51:04.253064
199,5,DATA COMM AND NETWORKING,EC2321,,B,3.0,,2025-11-18T08:51:04.253066
200,5,CALCULUS AND ALGEBRA,EC2107,,C+,3.0,,2025-11-18T08:51:04.253068
201,5,SE PROJECT II,EC2329,,B,4.0,,2025-11-18T08:51:04.253069
202,5,BASIC BUSINESS ADMINISTRATION,BM2001,,A,3.0,,2025-11-18T08:51:04.253073
203,5,CALCULUS AND ALGEBRA,EC2107,,B,3.0,,2025-11-18T08:51:04.253075
204,5,DATABASE DEVELOPMENT,EC2310,,C+,3.0,,2025-11-18T08:51:04.253076
205,5,INFORMATION SYSTEMS,EC2314,,B,3.0,,2025-11-18T08:51:04.253078
206,5,MACHINE LEARNING,EC2357,,B,3.0,,2025-11-18T08:51:04.253080
207,5,BACK-END WEB DEVELOPMENT,EC2374,,B,3.0,,2025-11-18T08:51:04.253081
208,5,SE PROJECT I,EC2328,,B+,2.0,,2025-11-18T08:51:04.253083
209,5,OBJECT ORIENTED PROGRAMMING,EC2306,,B+,3.0,,2025-11-18T08:51:04.253087
210,5,WEB DEVELOPMENT,EC2106,,B+,3.0,,2025-11-18T08:51:04.253089
211,5,BACK-END WEB DEVELOPMENT,EC2374,,F,3.0,,2025-11-18T08:51:04.253091
212,5,STRUCTURED PROGRAMMING,EC2104,,A-,3.0,,2025-11-18T08:51:04.253092
213,5,SE PROJECT II,EC2329,,B+,4.0,,2025-11-18T08:51:04.253094
214,5,PHILOSOPHY & CURRENT ISSUES,MPU3112,,CR,2.0,,2025-11-18T08:51:04.253096
215,5,MACHINE LEARNING,EC2357,,B-,3.0,,2025-11-18T08:51:04.253098
216,5,UNDERSTANDING COMPUTING,EC2100,,D+,3.0,,2025-11-18T08:51:04.253099
217,5,DATABASE DEVELOPMENT,EC2310,,B+,3.0,,2025-11-18T08:51:04.253101
218,5,STRUCTURED PROGRAMMING,EC2104,,B+,3.0,,2025-11-18T08:51:04.253103
219,5,OBJECT ORIENTED PROGRAMMING,EC2306,,A+,3.0,,2025-11-18T08:51:04.253104
220,5,PRINCIPLES OF MICROECONOMICS,BM2002,,B-,3.0,,2025-11-18T08:51:04.253106
221,5,COMPUTER ORGANISATION,EC2103,,B-,3.0,,2025-11-18T08:51:04.253108
222,6,OPERATING SYSTEMS,EC2312,,A-,3.0,,2025-11-18T08:51:04.253299
223,6,PRINCIPLES OF MICROECONOMICS,BM2002,,B+,3.0,,2025-11-18T08:51:04.253302
224,6,SE PROJECT II,EC2329,,A,4.0,,2025-11-18T08:51:04.253304
225,6,PRINCIPLES OF MACROECONOMICS,BM2003,,B,3.0,,2025-11-18T08:51:04.253306
226,6,PRINCIPLES OF MACROECONOMICS,BM2003,,B-,3.0,,2025-11-18T08:51:04.253310
227,6,PRINCIPLES OF MICROECONOMICS,BM2002,,A-,3.0,,2025-11-18T08:51:04.253314
228,6,PHILOSOPHY & CURRENT ISSUES,MPU3112,,F,2.0,,2025-11-18T08:51:04.253318
229,6,PRINCIPLES OF MACROECONOMICS,BM2003,,SC,3.0,,2025-11-18T08:51:04.253321
230,6,UNDERSTANDING COMPUTING,EC2100,,B-,3.0,,2025-11-18T08:51:04.253323
231,6,DATA COMM AND NETWORKING,EC2321,,B-,3.0,,2025-11-18T08:51:04.253325
232,6,CALCULUS AND ALGEBRA,EC2107,,C,3.0,,2025-11-18T08:51:04.253327
233,6,SE PROJECT I,EC2328,,D,2.0,,2025-11-18T08:51:04.253329
234,6,DATABASE DEVELOPMENT,EC2310,,D+,3.0,,2025-11-18T08:51:04.253332
235,6,DATA COMM AND NETWORKING,EC2321,,B+,3.0,,2025-11-18T08:51:04.253333
236,6,PRINCIPLES OF MICROECONOMICS,BM2002,,B-,3.0,,2025-11-18T08:51:04.253335
237,6,UNDERSTANDING COMPUTING,EC2100,,F,3.0,,2025-11-18T08:51:04.253339
238,6,WEB DEVELOPMENT,EC2106,,B-,3.0,,2025-11-18T08:51:04.253343
239,6,OBJECT ORIENTED PROGRAMMING,EC2306,,C+,3.0,,2025-11-18T08:51:04.253344
240,6,STRUCTURED PROGRAMMING,EC2104,,B+,3.0,,2025-11-18T08:51:04.253346
241,6,BACK-END WEB DEVELOPMENT,EC2374,,A,3.0,,2025-11-18T08:51:04.253348
242,6,BASIC BUSINESS ADMINISTRATION,BM2001,,B,3.0,,2025-11-18T08:51:04.253350
243,6,SE PROJECT II,EC2329,,B+,4.0,,2025-11-18T08:51:04.253351
244,6,CALCULUS AND ALGEBRA,EC2107,,B+,3.0,,2025-11-18T08:51:04.253353
245,6,DATABASE DEVELOPMENT,EC2310,,C+,3.0,,2025-11-18T08:51:04.253355
246,6,SE PROJECT I,EC2328,,A,2.0,,2025-11-18T08:51:04.253356
247,6,CALCULUS AND ALGEBRA,EC2107,,D,3.0,,2025-11-18T08:51:04.253358
248,6,PHILOSOPHY & CURRENT ISSUES,MPU3112,,C+,2.0,,2025-11-18T08:51:04.253362
249,6,DATA COMM AND NETWORKING,EC2321,,A,3.0,,2025-11-18T08:51:04.253364
250,6,CALCULUS AND ALGEBRA,EC2107,,B-,3.0,,2025-11-18T08:51:04.253366
251,6,OBJECT ORIENTED PROGRAMMING,EC2306,,C,3.0,,2025-11-18T08:51:04.253367
252,6,PRINCIPLES OF MICROECONOMICS,BM2002,,A-,3.0,,2025-11-18T08:51:04.253369
253,6,DATABASE DEVELOPMENT,EC2310,,B-,3.0,,2025-11-18T08:51:04.253371
254,6,PHILOSOPHY & CURRENT ISSUES,MPU3112,,D,2.0,,2025-11-18T08:51:04.253372
255,6,SE PROJECT I,EC2328,,A,2.0,,2025-11-18T08:51:04.253375
256,6,DATABASE DEVELOPMENT,EC2310,,C+,3.0,,2025-11-18T08:51:04.253376
257,6,OBJECT ORIENTED PROGRAMMING,EC2306,,B,3.0,,2025-11-18T08:51:04.253378
258,6,SE PROJECT II,EC2329,,B,4.0,,2025-11-18T08:51:04.253381
259,6,PRINCIPLES OF MICROECONOMICS,BM2002,,D+,3.0,,2025-11-18T08:51:04.253383
260,6,OPERATING SYSTEMS,EC2312,,B-,3.0,,2025-11-18T08:51:04.253385
261,6,BASIC BUSINESS ADMINISTRATION,BM2001,,A,3.0,,2025-11-18T08:51:04.253386
262,6,OBJECT ORIENTED PROGRAMMING,EC2306,,B-,3.0,,2025-11-18T08:51:04.253388
263,6,STRUCTURED PROGRAMMING,EC2104,,B,3.0,,2025-11-18T08:51:04.253390
264,6,SE PROJECT I,EC2328,,D,2.0,,2025-11-18T08:51:04.253392
265,7,DATA COMM AND NETWORKING,EC3321,,C+,3.0,,2025-11-18T08:51:04.253934
266,7,STRUCTURED PROGRAMMING,EC3104,,C+,3.0,,2025-11-18T08:51:04.253938
267,7,DATABASE DEVELOPMENT,EC2310,,B,3.0,,2025-11-18T08:51:04.253942
268,7,PRINCIPLES OF MICROECONOMICS,BM2002,,B,3.0,,2025-11-18T08:51:04.253944
269,7,OPERATING SYSTEMS,EC3312,,C,3.0,,2025-11-18T08:51:04.253946
270,7,MACHINE LEARNING,EC3357,,C,3.0,,2025-11-18T08:51:04.253949
271,7,BACK-END WEB DEVELOPMENT,EC3374,,B,3.0,,2025-11-18T08:51:04.253951
272,7,PRINCIPLES OF MICROECONOMICS,BM2002,,A-,3.0,,2025-11-18T08:51:04.253953
273,7,SE PROJECT II,EC3329,,B-,4.0,,2025-11-18T08:51:04.253955
274,7,PRINCIPLES OF MICROECONOMICS,BM2002,,A-,3.0,,2025-11-18T08:51:04.253957
275,7,DATABASE DEVELOPMENT,EC3310,,C+,3.0,,2025-11-18T08:51:04.253960
276,7,BASIC BUSINESS ADMINISTRATION,BM2001,,CR,3.0,,2025-11-18T08:51:04.253962
277,7,CALCULUS AND ALGEBRA,EC2107,,CR,3.0,,2025-11-18T08:51:04.253964
278,7,DATA COMM AND NETWORKING,EC3321,,SC,3.0,,2025-11-18T08:51:04.253967
279,7,SE PROJECT I,EC3328,,F,2.0,,2025-11-18T08:51:04.253969
280,7,COMPUTER ORGANISATION,EC3103,,C+,3.0,,2025-11-18T08:51:04.253971
281,7,MACHINE LEARNING,EC3357,,C+,3.0,,2025-11-18T08:51:04.253973
